Date,Open,High,Low,Close,Adj Close,Volume,3MA,5MA
2019-04-04,46150,47100,46150,46950,42371.17578,12650168,41904.89714,41333.32969
2019-04-05,46950,47550,46600,46850,42280.93359,8546339,42235.80729,41730.42031
2019-04-08,47250,47250,46150,46650,42100.4375,8507909,42250.84896,42019.2125
2019-04-09,46700,46950,46200,46650,42100.4375,6878761,42160.60286,42181.65938
2019-04-10,46400,46700,46050,46700,42145.55078,11883995,42115.47526,42199.70703
2019-04-11,46700,46800,46150,46250,41739.44922,13697399,41995.14583,42073.36172
2019-04-12,46050,46900,46000,46850,42280.93359,7668936,42055.3112,42073.36172
2019-04-15,47150,47500,47000,47050,42461.41797,8733019,42160.60026,42145.55781
2019-04-16,47400,47400,46800,47250,42641.92188,7730881,42461.42448,42253.85469
2019-04-17,47300,47600,47000,47050,42461.41797,5513658,42521.58594,42317.02813
2019-04-18,47200,47250,45500,45600,41152.83203,12808747,42085.39063,42199.70469
2019-04-19,45750,46000,45250,45300,40882.09375,8479710,41498.78125,41919.93672
2019-04-22,45400,45900,45100,45350,40927.21875,6006957,40987.38151,41613.09688
2019-04-23,45050,45500,45000,45200,40791.84766,6920566,40867.05339,41243.08203
2019-04-24,45400,45650,44150,44750,40385.72266,13299267,40701.59635,40827.94297
2019-04-25,44250,45000,44100,44650,40295.48047,10868965,40491.01693,40656.47266
2019-04-26,44200,45000,43800,44850,40475.98438,9739982,40385.72917,40575.25078
2019-04-29,45150,46150,45100,46150,41649.19922,8777517,40806.88802,40719.64687
2019-04-30,46000,46300,45350,45850,41378.44922,11121273,41167.8776,40836.96719
2019-05-02,45500,46150,45400,45900,41423.57813,8625126,41483.74219,41044.53828
2019-05-03,45900,46050,45300,45300,40882.09375,6562916,41228.04036,41161.86094
2019-05-07,45250,45300,44400,44850,40475.98438,12014907,40927.21875,41161.86094
2019-05-08,44300,44850,44200,44250,39934.49609,10398754,40430.85807,40818.92031
2019-05-09,43900,44250,42450,42450,38310.03906,23029718,39573.50651,40205.23828
2019-05-10,42600,43450,42450,42900,38716.16016,14579512,38986.89844,39663.75469
2019-05-13,42500,43200,42350,42650,38490.53906,7635079,38505.57943,39185.44375
2019-05-14,41300,43100,41300,42650,38490.53906,11563730,38565.74609,38788.35469
2019-05-15,42700,43050,42550,42550,38400.28906,7670185,38460.45573,38481.51328
2019-05-16,42350,42400,41350,41550,37497.82031,13687828,38129.54948,38319.06953
2019-05-17,41950,42050,40850,41200,37181.94922,13357951,37693.35287,38012.22734
2019-05-20,41650,42100,41550,42000,37903.92188,15752397,37527.89714,37894.90391
2019-05-21,42600,43950,42350,43150,38941.76953,18812133,38009.21354,37985.15
2019-05-22,43700,43800,42400,43500,39257.63672,11033339,38701.10938,38156.61953
2019-05-23,43900,44000,43250,43850,39573.5,12259006,39257.63542,38571.75547
2019-05-24,43800,43800,42400,42700,38535.66016,13966305,39122.26563,38842.49766
2019-05-27,42500,43000,42350,42650,38490.53906,8066669,38866.56641,38959.82109
2019-05-28,42550,42950,42150,42550,38400.28906,24506881,38475.49609,38851.525
2019-05-29,41850,42100,41300,41800,37723.4375,14930618,38204.75521,38544.68516
2019-05-30,42200,42700,42150,42550,38400.28906,11766018,38174.67188,38310.04297
2019-05-31,42600,42800,42150,42500,38355.16406,11365999,38159.63021,38273.94375
2019-06-03,42950,43900,42500,43800,39528.38672,15466580,38761.27995,38481.51328
2019-06-04,43400,43700,43000,43450,39212.51563,9913497,39032.02214,38643.95859
2019-06-05,44050,44200,43700,43900,39618.62891,12464135,39453.17708,39022.99688
2019-06-07,43600,44350,43450,44200,39889.37109,11683682,39573.50521,39320.81328
2019-06-10,44300,44850,44050,44800,40430.85156,8792182,39979.61719,39735.95078
2019-06-11,44800,45000,44550,44850,40475.98438,6664872,40265.40234,39925.47031
2019-06-12,44800,45050,44300,44600,40250.35938,8607439,40385.73177,40133.03906
2019-06-13,44200,44400,43400,43750,39483.25781,16906541,40069.86719,40105.96484
2019-06-14,43750,44150,43300,44000,39708.87891,9322873,39814.16536,40069.86641
2019-06-17,43750,44050,43400,43900,39618.62891,11890424,39603.58854,39907.42188
2019-06-18,43750,44500,43650,44350,40024.74609,7994928,39784.08464,39817.17422
2019-06-19,45450,45450,45000,45350,40927.21875,10417690,40190.19792,39952.54609
2019-06-20,44850,45500,44850,45500,41062.59375,7147785,40671.51953,40268.41328
2019-06-21,45750,45800,45200,45700,41243.08203,9454913,41077.63151,40575.25391
2019-06-24,45200,45800,45200,45500,41062.59375,6085066,41122.75651,40864.04688
2019-06-25,45200,45800,45200,45600,41152.83203,7076774,41152.83594,41089.66406
2019-06-26,45800,46000,45600,45700,41243.08203,9226097,41152.83594,41152.83672
2019-06-27,46000,46600,45750,46500,42292.67188,12603534,41562.86198,41398.85234
2019-06-28,47000,47000,46700,47000,42747.42969,12949231,42094.39453,41699.72188
2019-07-01,47350,47400,46250,46600,42383.62109,11383522,42474.57422,41963.92734
2019-07-02,46200,46900,45850,46250,42065.28906,8463073,42398.77995,42146.41875
2019-07-03,45750,46350,45200,45400,41292.19922,9669368,41913.70313,42156.24219
2019-07-04,45250,46200,45250,46000,41837.90234,6365573,41731.79688,42065.28828
2019-07-05,45950,45950,45250,45650,41519.58203,7235395,41549.89453,41819.71875
2019-07-08,44750,44800,44350,44400,40382.67188,7823843,41246.71875,41419.52891
2019-07-09,44850,45450,44700,45100,41019.33594,7646421,40973.86328,41210.33828
2019-07-10,45550,46150,45500,45550,41428.62891,9253930,40943.54557,41237.62422
2019-07-11,46350,46550,46150,46200,42019.8125,10989751,41489.25911,41274.00625
2019-07-12,46350,46400,45800,46300,42110.76172,5245804,41853.06771,41392.24219
2019-07-15,45950,46650,45750,46450,42247.19141,4717226,42125.92188,41765.14609
2019-07-16,46450,46850,46300,46850,42611.00391,7407824,42322.98568,42083.47969
2019-07-17,46150,46350,45950,46050,41883.38281,5216602,42247.19271,42174.43047
2019-07-18,46450,46450,45650,46100,41928.86719,5143554,42141.08464,42156.24141
2019-07-19,46650,46950,46600,46800,42565.52734,8819393,42125.92578,42247.19453
2019-07-22,46800,47300,46600,47200,42929.32813,9009109,42474.57422,42383.62188
2019-07-23,47350,47550,47050,47300,43020.28516,9061381,42838.38021,42465.47813
2019-07-24,47100,47150,46250,46400,42201.71484,8756522,42717.10938,42529.14453
2019-07-25,47150,47200,46600,47200,42929.32813,8408838,42717.10938,42729.23672
2019-07-26,46650,47150,46550,47150,42883.85547,7873886,42671.63281,42792.90234
2019-07-29,46800,47050,46000,46100,41928.86719,6856846,42580.68359,42592.81016
2019-07-30,46300,46850,46300,46550,42338.14453,5551014,42383.6224,42456.38203
2019-07-31,46200,46600,45000,45350,41246.72266,12872916,41837.91146,42265.38359
2019-08-01,44900,45500,44850,45200,41110.29297,7811181,41565.05339,41901.57656
2019-08-02,44550,45500,44300,44950,40882.91016,12151374,41079.97526,41501.3875
2019-08-05,44350,44600,43600,43950,39973.39453,14214086,40655.53255,41110.29297
2019-08-06,42500,43800,42500,43500,39564.10938,15083824,40140.13802,40555.48594
2019-08-07,43600,43900,43100,43200,39291.24609,10002533,39609.58333,40164.39063
2019-08-08,43250,43500,42650,42650,38791.01953,16926881,39215.45833,39700.53594
2019-08-09,43250,43350,43050,43150,39245.77734,9685147,39109.34766,39373.10938
2019-08-12,44000,44000,43550,43700,39746.00781,8466169,39260.9349,39327.63203
2019-08-13,43500,43500,42950,43000,39109.35547,7276979,39367.04688,39236.68125
2019-08-14,43900,44250,43500,43700,39746.00781,8750135,39533.79037,39327.63359
2019-08-16,43800,43900,43300,43900,39927.91797,9528115,39594.42708,39555.01328
2019-08-19,44350,44350,43500,43600,39655.06641,6014218,39776.33073,39636.87109
2019-08-20,43950,44600,43550,44450,40428.15234,8434205,40003.71224,39773.3
2019-08-21,44350,44800,44150,44500,40473.625,6571717,40185.61458,40046.15391
2019-08-22,44500,44700,43850,44050,40064.34375,8061177,40322.04036,40109.82109
2019-08-23,43800,44200,43650,43950,39973.39453,5017381,40170.45443,40118.91641
2019-08-26,43050,43800,42950,43600,39655.06641,7954949,39897.60156,40118.91641
2019-08-27,43650,44200,43600,44050,40064.34375,16883932,39897.60156,40046.15469
2019-08-28,44100,44400,43750,44150,40155.29688,5758333,39958.23568,39982.48906
2019-08-29,44200,44200,43050,43400,39473.15625,10768862,39897.59896,39864.25156
2019-08-30,43750,44300,43750,44000,40018.87109,9899073,39882.44141,39873.34688
2019-09-02,44850,44850,43650,43800,39836.96875,7185537,39776.33203,39909.72734
2019-09-03,43550,43650,43100,43250,39336.73047,9774941,39730.85677,39764.20469
2019-09-04,43250,44100,43150,44100,40109.82422,12441837,39761.17448,39755.11016
2019-09-05,44800,46100,44450,45700,41565.05078,18297430,40337.20182,40173.48906
2019-09-06,46500,46500,45850,46300,42110.76172,9896562,41261.87891,40591.86719
2019-09-09,46450,47000,46300,46900,42656.47656,9434157,42110.76302,41155.76875
2019-09-10,47100,47200,46550,47000,42747.42969,9231792,42504.88932,41837.90859
2019-09-11,47300,47400,46800,47150,42883.85547,16141619,42762.58724,42392.71484
2019-09-16,47000,47100,46400,47100,42838.38281,15550926,42823.22266,42647.38125
2019-09-17,47000,47100,46800,46900,42656.47656,7006280,42792.90495,42756.52422
2019-09-18,46900,47700,46800,47700,43384.09766,10413027,42959.65234,42902.04844
2019-09-19,48050,49200,47850,49150,44702.89844,16461413,43581.15755,43293.14219
2019-09-20,49400,49600,49100,49200,44748.37109,15460210,44278.45573,43666.04531
2019-09-23,49250,49300,49000,49300,44839.32422,7568553,44763.53125,44066.23359
2019-09-24,49050,49650,48850,49500,45021.23047,7871955,44869.64193,44539.18438
2019-09-25,49200,49350,48800,48900,44475.51953,9187141,44778.69141,44757.46875
2019-09-26,49000,49250,48900,49200,44748.37109,8494756,44748.3737,44766.56328
2019-09-27,48000,48700,48000,48400,44339.78516,8048041,44521.22526,44684.84609
2019-09-30,48050,49250,47900,49050,44935.25781,9497119,44674.47135,44704.03281
2019-10-01,48900,49100,48650,48850,44752.03125,6206035,44675.69141,44650.19297
2019-10-02,48350,48400,47600,47600,43606.90234,8382463,44431.39714,44476.46953
2019-10-04,47400,48650,47350,48000,43973.33984,9331695,44110.75781,44321.46328
2019-10-07,48350,48700,47650,47750,43744.31641,7047273,43774.85286,44202.36953
2019-10-08,47900,49000,47600,48900,44797.83984,14239367,44171.83203,44174.88594
2019-10-10,48200,49200,48000,48550,44477.20313,18639855,44339.78646,44119.92031
2019-10-11,49000,49450,48800,49150,45026.87109,7783275,44767.30469,44403.91406
2019-10-14,50000,50300,49850,50000,45805.5625,11130635,45103.21224,44770.35859
2019-10-15,49900,50200,49900,50100,45897.17969,6058105,45576.53776,45200.93125
2019-10-16,50700,50900,50400,50700,46446.84766,9136282,46049.86328,45530.73281
2019-10-17,50500,50600,50100,50500,46263.62109,6701380,46202.54948,45888.01641
2019-10-18,50300,50900,49650,49900,45713.94531,8483106,46141.47135,46025.43125
2019-10-21,49900,50400,49800,50300,46080.40234,4406531,46019.32292,46080.39922
2019-10-22,50800,51500,50700,51200,46904.89453,10898729,46233.08073,46281.94219
2019-10-23,51300,51500,50800,51200,46904.89453,8663880,46630.0638,46373.55156
2019-10-24,52500,52500,50500,50700,46446.84766,21185785,46752.21224,46410.19688
2019-10-25,50800,51200,50500,50900,46630.0625,7879897,46660.60156,46593.42031
2019-10-28,50700,51500,50700,51300,46996.50781,6431522,46691.13932,46776.64141
2019-10-29,51400,51700,50800,51100,46813.28516,7581629,46813.28516,46758.31953
2019-10-30,50700,50800,50200,50400,46172.01172,8959435,46660.60156,46611.74297
2019-10-31,51000,51400,50300,50400,46172.01172,10304777,46385.76953,46556.77578
2019-11-01,50600,51200,50400,51200,46904.89453,8467846,46416.30599,46611.74219
2019-11-04,51700,52300,51400,52300,47912.61719,13012411,46996.50781,46794.96406
2019-11-05,52400,52700,52100,52700,48279.07031,10581034,47698.86068,47088.12109
2019-11-06,52900,53500,52700,53300,48828.73438,14361133,48340.14063,47619.46563
2019-11-07,53400,53400,52400,52900,48462.28516,9257116,48523.36328,48077.52031
2019-11-08,53200,53300,52000,52100,47729.40234,11603290,48340.14063,48242.42188
2019-11-11,52200,52200,51400,51600,47271.34766,8185952,47821.01172,48114.16797
2019-11-12,51800,52600,51600,52600,48187.44531,6576148,47729.39844,48095.84297
2019-11-13,52500,52500,52000,52500,48095.83984,6225196,47851.54427,47949.26406
2019-11-14,51900,52800,51900,52800,48370.67969,12010018,48217.98828,47930.94297
2019-11-15,52900,53700,52600,53700,49195.17188,9703360,48553.89714,48224.09688
2019-11-18,53600,53800,53200,53500,49011.95703,7746554,48859.26953,48572.21875
2019-11-19,53200,53500,52700,53500,49011.95703,8907177,49073.02865,48737.12109
2019-11-20,53400,53400,52000,52000,47637.78516,12560070,48553.89974,48645.51016
2019-11-21,51600,52100,50600,51000,46721.67578,14298646,47790.47266,48315.70937
2019-11-22,51000,51600,50900,51600,47271.34766,8478310,47210.26953,47930.94453
2019-11-25,52200,52600,51700,51800,47454.55859,9050625,47149.19401,47619.46484
2019-11-26,51900,52900,51800,51800,47454.55859,27372226,47393.48828,47307.98516
2019-11-27,51800,52300,51600,52200,47821.01563,7546261,47576.71094,47344.63125
2019-11-28,51900,52100,51300,51300,46996.50781,6833885,47424.02734,47399.59766
2019-11-29,51200,51400,50200,50300,46080.40234,11179334,46965.97526,47161.40859
2019-12-02,50900,51300,50400,50400,46172.01172,18877252,46416.30729,46904.89922
2019-12-03,49800,50300,49500,49900,45713.94531,12059812,45988.78646,46556.77656
2019-12-04,49600,49850,49000,49450,45301.70703,13246549,45729.22135,46052.91484
2019-12-05,50200,50400,49500,49500,45347.51172,10449715,45454.38802,45723.11563
2019-12-06,50100,50900,49950,50400,46172.01172,11414563,45607.07682,45741.4375
2019-12-09,50900,51400,50700,51200,46904.89453,8470627,46141.47266,45888.01406
2019-12-10,51000,51600,50700,51500,47179.73047,6882771,46752.21224,46181.17109
2019-12-11,51500,52200,51400,51900,47546.17578,11379521,47210.26693,46630.06484
2019-12-12,53000,53300,52700,53300,48828.73438,29178697,47851.54688,47326.30937
2019-12-13,54500,54800,53900,54700,50111.29297,18120261,48828.73438,48114.16563
2019-12-16,54500,54900,54300,54700,50111.29297,11512405,49683.77344,48755.44531
2019-12-17,55800,56700,55400,56700,51943.50781,19358433,50722.03125,49708.20078
2019-12-18,56700,57200,56000,56300,51577.07031,15558208,51210.6237,50514.37969
2019-12-19,57000,57300,55500,56000,51302.23047,14180520,51607.60287,51009.07891
2019-12-20,56100,56500,55600,56000,51302.23047,12095519,51393.84375,51247.26641
2019-12-23,56100,56400,55100,55500,50844.17578,9839252,51149.54557,51393.84297
2019-12-24,55600,55700,54800,55000,50386.11719,11868463,50844.17448,51082.36484
2019-12-26,54700,55400,54400,55400,50752.57031,9645034,50660.95443,50917.46484
2019-12-27,55700,56900,55500,56500,52093.16016,12313056,51077.28255,51075.65078
2019-12-30,56200,56600,55700,55800,51447.75,8356767,51431.16016,51104.75469
2020-01-02,55500,56000,55000,55200,50894.55469,12993228,51478.48828,51114.83047
2020-01-03,56000,56600,54900,55500,51171.15625,15422255,51171.15365,51271.83828
2020-01-06,54900,55600,54600,55500,51171.15625,10278951,51078.95573,51355.55547
2020-01-07,55700,56400,55600,55800,51447.75,10009778,51263.35417,51226.47344
2020-01-08,56200,57400,55900,56800,52369.75391,23501171,51662.88672,51410.87422
2020-01-09,58400,58600,57400,58600,54029.36719,24102579,52615.6237,52037.83672
2020-01-10,58800,59700,58300,59500,54859.16797,16000170,53752.76302,52775.43906
2020-01-13,59600,60000,59100,60000,55320.17188,11359139,54736.23568,53605.24219
2020-01-14,60400,61000,59900,60000,55320.17188,16906295,55166.50391,54379.72656
2020-01-15,59500,59600,58900,59000,54398.16016,14300928,55012.83464,54785.40781
2020-01-16,59100,60700,59000,60700,55965.57422,14381774,55227.96875,55172.64922
2020-01-17,61900,62000,61000,61300,56518.77344,16025661,55627.5026,55504.57031
2020-01-20,62000,62800,61700,62400,57532.97266,12528855,56672.4401,55947.13047
2020-01-21,62000,62400,61200,61400,56610.97266,11142693,56887.57292,56205.29063
2020-01-22,60500,62600,60400,62300,57440.77344,15339565,57194.90625,56813.81328
2020-01-23,61800,61800,60700,60800,56057.76953,14916555,56703.17188,56832.25234
2020-01-28,59400,59400,58300,58800,54213.76172,23664541,55904.10156,56371.25
2020-01-29,59100,59700,58800,59100,54490.36719,16446102,54920.63281,55762.72891
2020-01-30,58800,58800,56800,57200,52738.55469,20821939,53814.22787,54988.24531
2020-01-31,57800,58400,56400,56400,52000.96094,19749457,53076.6276,53900.28281
2020-02-03,55500,57400,55200,57200,52738.55469,23995260,52492.6901,53236.43984
2020-02-04,57100,59000,56800,58900,54305.96484,21800192,53015.16016,53254.88047
2020-02-05,60000,60200,58900,59500,54859.16797,19278165,53967.89583,53328.64063
2020-02-06,60100,61100,59700,61100,56334.36719,14727159,55166.5,54047.80313
2020-02-07,61100,61200,59700,60400,55688.97266,16402493,55627.5026,54785.40547
2020-02-10,59200,59800,59100,59700,55043.57031,13107121,55688.97005,55246.40859
2020-02-11,59800,60700,59700,59900,55227.97266,11071231,55320.17188,55430.81016
2020-02-12,60300,60700,59700,60500,55781.17578,12904207,55350.90625,55615.21172
2020-02-13,61200,61600,60500,60700,55965.57422,18449775,55658.24089,55541.45313
2020-02-14,60900,61900,60200,61800,56979.76953,13276067,56242.17318,55799.6125
2020-02-17,61600,62000,61200,61500,56703.17188,8740596,56549.50521,56131.53281
2020-02-18,60800,60900,59700,59800,55135.76563,16674266,56272.90234,56113.09141
2020-02-19,59800,60400,59400,60200,55504.56641,12951496,55781.16797,56057.76953
2020-02-20,60700,61300,59600,60000,55320.17188,14591924,55320.16797,55928.68906
2020-02-21,58800,59800,58500,59200,54582.56641,13777393,55135.76823,55449.24844
2020-02-24,57400,58100,56800,56800,52369.75391,25627537,54090.83073,54582.56484
2020-02-25,56200,58000,56200,57900,53383.96094,23885408,53445.42708,54232.20391
2020-02-26,56000,57000,56000,56500,52093.16016,25483102,52615.625,53549.92266
2020-02-27,56300,56900,55500,55900,51539.96094,23209541,52339.02734,52793.88047
2020-02-28,55000,55500,54200,54200,49972.54688,30054227,51201.88932,51871.87656
2020-03-02,54300,55500,53600,55000,50710.14844,30403412,50740.88542,51539.95547
2020-03-03,56700,56900,55100,55400,51078.95703,30330295,50587.21745,51078.95469
2020-03-04,54800,57600,54600,57400,52922.95313,24765728,51570.6862,51244.91328
2020-03-05,57600,58000,56700,57800,53291.75781,21698990,52431.22266,51595.27266
2020-03-06,56500,57200,56200,56500,52093.16016,18716656,52769.29036,52019.39531
2020-03-09,56500,56500,56500,56500,52093.16016,0,52492.69271,52295.99766
2020-03-10,53800,54900,53700,54600,50341.35547,32106554,51509.22526,52148.47734
2020-03-11,54300,54400,52000,52100,48036.35156,45707281,50156.95573,51171.15703
2020-03-12,52100,52100,52100,52100,48036.35156,0,48804.6862,50120.07578
2020-03-13,47450,51600,46850,49950,46054.03906,59462933,47375.58073,48912.25156
2020-03-16,50100,50900,48800,48900,45085.9375,33339821,46392.10938,47510.80703
2020-03-17,46900,49650,46700,47300,43610.73438,51218151,44916.90365,46164.68281
2020-03-18,47750,48350,45600,45600,42043.32422,40152623,43579.9987,44966.07734
2020-03-19,46400,46650,42300,42950,39600.01953,56925513,41751.35938,43278.81094
2020-03-20,44150,45500,43550,45400,41858.92969,49730008,41167.42448,42439.78906
2020-03-23,42600,43550,42400,42500,39185.12109,41701626,40214.6901,41259.62578
2020-03-24,43850,46950,43050,46950,43288.03125,49801908,41444.02734,41195.08516
2020-03-25,48950,49600,47150,48650,44855.4375,52735922,42442.86328,41757.50781
2020-03-26,49000,49300,47700,47800,44071.73438,42185129,44071.73438,42651.85078
2020-03-27,49600,49700,46850,48300,44532.73047,39896178,44486.63411,43186.61094
2020-03-30,47050,48350,46550,47850,44443.57031,26797395,44349.34505,44238.30078
2020-03-31,48000,48500,47150,47750,44350.6875,30654261,44442.32943,44450.83203
2020-04-01,47450,47900,45800,45800,42539.5,27259532,43777.91927,43987.64453
2020-04-02,46200,46850,45350,46800,43468.32031,21621076,43452.83594,43866.96172
2020-04-03,47400,47600,46550,47000,43654.08594,22784682,43220.63542,43691.23281
2020-04-06,47500,48800,47250,48700,45233.05469,23395726,44118.48698,43849.12969
2020-04-07,49650,50200,49000,49600,46068.98438,31524034,44985.375,44192.78906
2020-04-08,49600,49750,48600,48600,45140.17969,25010314,45480.73958,44712.925
2020-04-09,49750,49800,48700,49100,45604.58594,22628058,45604.58333,45140.17813
2020-04-10,48950,49250,48650,49250,45743.89844,17839111,45496.22135,45558.14063
2020-04-13,48650,48900,48300,48300,44861.53125,14431800,45403.33854,45483.83594
2020-04-14,48800,49200,48300,49000,45511.69531,14206216,45372.375,45372.37813
2020-04-16,49350,49350,48550,49000,45511.69531,23349760,45294.97396,45446.68125
2020-04-17,50800,52000,50300,51400,47740.83984,32041675,46254.74349,45873.93203
2020-04-20,51400,51400,50000,50100,46533.39453,21866354,46595.3099,46031.83125
2020-04-21,49400,49700,48700,49250,45743.89844,27407543,46672.71094,46208.30469
2020-04-22,48700,50000,48350,49850,46301.18359,18613864,46192.82552,46366.20234
2020-04-23,50200,50300,49500,49850,46301.18359,18754442,46115.42188,46524.1
2020-04-24,49650,49750,49000,49350,45836.78125,15618347,46146.38281,46143.28828
2020-04-27,49350,50000,49100,49850,46301.18359,14049471,46146.38281,46096.84609
2020-04-28,49850,50100,49300,50100,46533.39453,16095399,46223.78646,46254.74531
2020-04-29,49900,50500,49600,50000,46440.50781,15604533,46425.02865,46282.61016
2020-05-04,48900,49100,48500,48500,45047.29297,26083749,46007.0651,46031.83203
2020-05-06,49000,49200,48500,49200,45697.46484,18070225,45728.42188,46003.96875
2020-05-07,49200,49300,48700,48800,45325.94141,13884411,45356.89974,45808.92031
2020-05-08,49100,49350,48800,48800,45325.94141,15319700,45449.78255,45567.42969
2020-05-11,48900,49250,48300,48400,44954.41016,16357743,45202.09766,45270.21016
2020-05-12,48400,48500,47550,47900,44490.00781,23433590,44923.45313,45158.75313
2020-05-13,47250,48550,47200,48550,45093.74219,20223277,44846.05339,45038.00859
2020-05-14,47750,48100,47650,48000,44582.89063,19305974,44722.21354,44889.39844
2020-05-15,48400,48450,47700,47850,44443.57031,18463118,44706.73438,44712.92422
2020-05-18,47950,49100,47600,48800,45325.94141,20481981,44784.13411,44787.23047
2020-05-19,50100,50500,49700,50300,46719.16016,25168295,45496.22396,45233.06094
2020-05-20,50000,50200,49800,50000,46440.50781,14896899,46161.86979,45502.41406
2020-05-21,50300,50400,49850,49950,46394.07422,14949266,46517.91406,45864.65078
2020-05-22,49600,49800,48600,48750,45279.49609,19706284,46038.02604,46031.83594
2020-05-25,48750,48900,48450,48850,45372.38281,14337913,45681.98438,46041.12422
2020-05-26,48700,49450,48600,49250,45743.89844,15127490,45465.25912,45846.07188
2020-05-27,48950,50000,48800,49900,46347.63281,19548479,45821.30469,45827.49688
2020-05-28,51100,51200,49900,50400,46812.03516,31309318,46301.1888,45911.08906
2020-05-29,50000,50700,49700,50700,47090.67188,27596961,46750.11328,46273.32422
2020-06-01,50800,51200,50600,51200,47555.08203,16949183,47152.59635,46709.86406
2020-06-02,51000,51500,50800,51400,47740.83984,14247933,47462.19792,47109.25234
2020-06-03,51800,55000,51700,54500,50620.15625,49257814,48638.69271,47963.75703
2020-06-04,55800,57000,54600,54600,50713.03516,40220334,49691.34375,48743.95703
2020-06-05,54400,55900,54000,55500,51548.96484,22743629,50960.71875,49635.61562
2020-06-08,56400,56500,54700,54900,50991.67969,25634965,51084.5599,50322.93516
2020-06-09,55800,56500,54400,55500,51548.96484,23998831,51363.20313,51084.56016
2020-06-10,55100,55900,54900,55400,51456.08984,16742493,51332.24479,51251.74688
2020-06-11,54500,55100,53200,54300,50434.39453,33815123,51146.48307,51196.01875
2020-06-12,52100,52800,51500,52300,48576.77344,26976019,50155.7526,50601.58047
2020-06-15,51400,52000,49900,49900,46347.63281,28772921,48452.93359,49672.77109
2020-06-16,51200,52100,50600,52100,48391.00781,21808375,47771.80469,49041.17969
2020-06-17,52100,52900,51300,52200,48483.89063,26672595,47740.84375,48446.73984
2020-06-18,52200,52300,51600,52300,48576.77344,15982926,48483.89063,48075.21563
2020-06-19,52600,52900,51600,52900,49134.0625,18157985,48731.57552,48186.67344
2020-06-22,52000,52600,51800,52000,48298.13281,13801350,48669.65625,48576.77344
2020-06-23,52500,52800,51100,51400,47740.83984,18086152,48391.01172,48446.73984
2020-06-24,51900,53900,51600,52900,49134.0625,24519552,48391.01172,48576.77422
2020-06-25,52100,53000,51900,51900,48205.25391,18541624,48360.05208,48502.47031
2020-06-26,52800,53900,52200,53300,49505.58984,21575360,48948.30208,48576.77578
2020-06-29,52500,53200,52000,52400,48995.0625,17776925,48901.96875,48716.16172
2020-06-30,53900,53900,52800,52800,49369.07031,21157172,49289.90755,49041.80781
2020-07-01,53400,53600,52400,52600,49182.0625,16706143,49182.0651,49051.40781
2020-07-02,52100,52900,52100,52900,49462.57031,14142583,49337.90104,49302.87109
2020-07-03,53000,53600,52700,53600,50117.08984,11887868,49587.24089,49425.17109
2020-07-06,54000,55000,53800,55000,51426.11328,19856623,50335.25781,49911.38125
2020-07-07,55800,55900,53400,53400,49930.08203,30760032,50491.09505,50023.58359
2020-07-08,53600,53900,52900,53000,49556.07031,19664652,50304.08854,50098.38516
2020-07-09,53200,53600,52800,52800,49369.07031,17054850,49618.40755,50079.68516
2020-07-10,53100,53200,52300,52700,49275.57031,13714746,49400.23698,49911.38125
2020-07-13,53300,53800,53100,53400,49930.08203,12240188,49524.90755,49612.175
2020-07-14,53700,53800,53200,53800,50304.08984,14269484,49836.58073,49686.97656
2020-07-15,54400,55000,54300,54700,51145.60547,24051450,50459.92578,50004.88359
2020-07-16,54800,54800,53800,53800,50304.08984,16779127,50584.59505,50191.8875
2020-07-17,54200,54700,54100,54400,50865.10156,10096174,50771.59896,50509.79375
2020-07-20,54800,54800,54000,54200,50678.09375,10507530,50615.76172,50659.39609
2020-07-21,55200,55400,54800,55300,51706.62109,18297260,51083.27214,50939.90234
2020-07-22,55300,55500,54700,54700,51145.60547,12885057,51176.77344,50939.90234
2020-07-23,54700,54700,53800,54100,50584.58984,16214932,51145.60547,50996.00234
2020-07-24,54000,54400,53700,54200,50678.09375,10994535,50802.76302,50958.60078
2020-07-27,54300,55700,54300,55600,51987.125,21054421,51083.26953,51220.40703
2020-07-28,57000,58800,56400,58600,54792.1875,48431566,52485.80208,51837.52031
2020-07-29,60300,60400,58600,59000,55166.19531,36476611,53981.83594,52641.63828
2020-07-30,59700,60100,59000,59000,55166.19531,19285354,55041.52604,53557.95938
2020-07-31,59500,59600,57700,57900,54137.67188,21943345,54823.35417,54249.875
2020-08-03,57800,57900,56700,56800,53109.15234,21158940,54137.67318,54474.28047
2020-08-04,57200,58100,57000,57300,53576.65625,19419694,53607.82682,54231.17422
2020-08-05,57300,57500,56300,56900,53202.64844,17739706,53296.15234,53838.46484
2020-08-06,57100,58400,57100,58000,54231.17188,21625874,53670.15885,53651.46016
2020-08-07,57900,58400,57100,57500,53763.66406,18751717,53732.49479,53576.65859
2020-08-10,57600,58300,57500,57800,54044.16797,17774291,54013.0013,53763.66172
2020-08-11,58000,59500,57800,58200,54418.17969,24907912,54075.33724,53931.96641
2020-08-12,58200,59000,57700,59000,55166.19531,18573934,54542.84766,54324.67578
2020-08-13,59400,59600,58000,58700,54885.69141,22089460,54823.35547,54455.57969
2020-08-14,58000,58400,57700,58000,54231.17188,15672548,54761.01953,54549.08125
2020-08-18,58900,59900,58000,58400,54605.18359,25307825,54574.01563,54661.28438
